"id","event_date","event_time","event_name","actual","forecast","previous","actual_forecast","actual_previous","importance","report_period","unit","scale","update_date","update_time","update_news","update_pre","futures_relation_1","futures_relation_2","specific_relation_1","specific_relation_2","specific_relation_3","specific_relation_4","specific_relation_5","specific_relation_6","specific_relation_7","url","ignored","important"
"15069858","2022-05-27","08:30:00","Core PCE Price Index YY*",4.9,4.9,5.2,NULL,-0.0577,NULL,"Apr. 2022","%",NULL,"2022-05-27","08:37:04",True,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15069858","2022-05-27","08:30:00","PCE Price Index MM*",0.2,NULL,0.9,NULL,-0.7778,-1,"Apr. 2022","%",NULL,"2022-05-27","08:37:04",True,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15069858","2022-05-27","08:30:00","PCE Price Index YY *",6.3,NULL,6.6,NULL,-0.0455,-1,"Apr. 2022","%",NULL,"2022-05-27","08:37:04",True,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15069858","2022-05-27","08:30:00","Personal Consump Real MM*",0.7,NULL,0.5,NULL,0.4,-1,"Apr. 2022","%",NULL,"2022-05-27","08:36:03",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15069869","2022-04-29","08:30:00","Personal Income MM*",0.5,0.4,0.7,0.25,-0.2857,-1,"Mar. 2022","%",NULL,"2022-04-29","13:08:35",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15069870","2022-05-27","08:30:00","Personal Income MM*",0.4,0.5,0.5,-0.2,-0.2,-1,"Apr. 2022","%",NULL,"2022-05-27","08:33:31",True,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15074207","2022-06-15","13:00:00","Bean Oil Stocks*",NULL,NULL,1.814,NULL,NULL,NULL,"May. 2022","Pound","B","2022-06-09","04:02:02",False,False,NULL,NULL,"/ZS",NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15074207","2022-06-15","13:00:00","NOPA-Soy Crush*",NULL,NULL,169.788,NULL,NULL,-1,"May. 2022","Bushel (56lb)","M","2022-06-09","04:02:02",False,False,NULL,NULL,"/ZS",NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15074208","2022-05-16","13:00:00","Bean Oil Stocks*",1.814,1.86,1.908,-0.0247,-0.0493,NULL,"Apr. 2022","Pound","B","2022-05-17","04:02:01",True,False,NULL,NULL,"/ZS",NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15074208","2022-05-16","13:00:00","NOPA-Soy Crush*",169.788,171.825,181.759,-0.0119,-0.0659,-1,"Apr. 2022","Bushel (56lb)","M","2022-05-17","04:02:01",True,False,NULL,NULL,"/ZS",NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15074951","2022-04-29","18:00:00","Dallas Fed PCE*",3.1,NULL,4.0,NULL,-0.225,-1,"Mar. 2022","%",NULL,"2022-04-29","13:08:35",True,False,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15074952","2022-05-27","18:00:00","Dallas Fed PCE*",NULL,NULL,3.1,NULL,NULL,-1,"Apr. 2022","%",NULL,"2022-05-27","04:02:01",False,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15078873","2022-05-11","11:00:00","Cleveland Fed CPI*",NULL,NULL,0.5,NULL,NULL,-1,"Apr. 2022","%",NULL,"2022-05-12","04:02:02",False,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15078874","2022-06-10","11:00:00","Cleveland Fed CPI*",NULL,NULL,0.5,NULL,NULL,-1,"May. 2022","%",NULL,"2022-06-09","04:02:01",False,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15079244","2022-05-19","10:00:00","Leading Index Chg MM*",NULL,0.4,0.3,NULL,NULL,-1,"Apr. 2022","%",NULL,"2022-05-19","12:00:00",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15082167","2022-05-11","14:00:00","Federal Budget,$",NULL,226.0,-193.0,NULL,NULL,NULL,"Apr. 2022","USD","B","2022-05-12","04:02:02",False,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15082171","2022-06-10","14:00:00","Federal Budget,$",NULL,-120.0,308.0,NULL,NULL,NULL,"May. 2022","USD","B","2022-06-09","04:02:01",False,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15082176","2022-05-09","10:00:00","Employment Trends*",NULL,NULL,120.56,NULL,NULL,-1,"Apr. 2022","Index",NULL,"2022-05-09","12:00:06",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15082177","2022-06-06","10:00:00","Employment Trends*",119.77,NULL,120.6,NULL,-0.0069,-1,"May. 2022","Index",NULL,"2022-06-06","10:03:23",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084048","2022-05-04","10:30:00","EIA Weekly Crude Imports*",0.545,NULL,0.646,NULL,-0.1563,-1,"w/o Apr. 25, 2022","Barrel","M","2022-05-04","10:33:04",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084048","2022-05-04","10:30:00","EIA Weekly Crude Runs*",-0.218,NULL,-0.033,NULL,-5.6061,-1,"w/o Apr. 25, 2022","Barrel/Day","M","2022-05-04","10:33:04",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084048","2022-05-04","10:30:00","EIA Weekly Dist Output*",-0.063,NULL,-0.034,NULL,-0.8529,-1,"w/o Apr. 25, 2022","Barrel/Day","M","2022-05-04","10:33:04",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084048","2022-05-04","10:30:00","EIA Weekly Gasoline O/P*",0.175,NULL,-0.322,NULL,1.5435,-1,"w/o Apr. 25, 2022","Barrel/Day","M","2022-05-04","10:32:33",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084048","2022-05-04","10:30:00","EIA Weekly Heatoil Stock*",0.191,NULL,-0.555,NULL,1.3441,-1,"w/o Apr. 25, 2022","Barrel","M","2022-05-04","10:33:04",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084048","2022-05-04","10:30:00","EIA Weekly Prods Imports*",-0.124,NULL,0.553,NULL,-1.2242,-1,"w/o Apr. 25, 2022","Barrel/Day","M","2022-05-04","10:33:04",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084048","2022-05-04","10:30:00","EIA Weekly Rfg Stocks*",-0.003,NULL,0.002,NULL,-2.5,-1,"w/o Apr. 25, 2022","Barrel","M","2022-05-04","10:33:04",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084048","2022-05-04","10:30:00","EIA Wkly Crude Cushing*",1.379,NULL,1.298,NULL,0.0624,-1,"w/o Apr. 25, 2022","Barrel","M","2022-05-04","10:33:04",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084048","2022-05-04","10:30:00","EIA Wkly Crude Stk*",1.302,-1.5,0.692,1.868,0.8815,NULL,"w/o Apr. 25, 2022","Barrel","M","2022-05-04","10:32:33",True,True,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15084048","2022-05-04","10:30:00","EIA Wkly Dist. Stk*",-2.344,-1.0,-1.449,-1.344,-0.6177,NULL,"w/o Apr. 25, 2022","Barrel","M","2022-05-04","10:33:04",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084048","2022-05-04","10:30:00","EIA Wkly Gsln Stk*",-2.23,-0.75,-1.573,-1.9733,-0.4177,-1,"w/o Apr. 25, 2022","Barrel","M","2022-05-04","10:33:04",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084048","2022-05-04","10:30:00","EIA Wkly Refn Util*",-1.9,0.5,-0.7,-4.8,-1.7143,-1,"w/o Apr. 25, 2022","%",NULL,"2022-05-04","10:33:04",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084049","2022-05-11","10:30:00","EIA Weekly Crude Imports*",NULL,NULL,0.545,NULL,NULL,-1,"w/o May. 2, 2022","Barrel","M","2022-05-11","12:30:18",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15084049","2022-05-11","10:30:00","EIA Weekly Crude Runs*",NULL,NULL,-0.218,NULL,NULL,-1,"w/o May. 2, 2022","Barrel/Day","M","2022-05-11","12:30:18",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15084049","2022-05-11","10:30:00","EIA Weekly Dist Output*",NULL,NULL,-0.063,NULL,NULL,-1,"w/o May. 2, 2022","Barrel/Day","M","2022-05-11","12:30:18",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15084049","2022-05-11","10:30:00","EIA Weekly Gasoline O/P*",NULL,NULL,0.175,NULL,NULL,-1,"w/o May. 2, 2022","Barrel/Day","M","2022-05-11","12:30:18",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15084049","2022-05-11","10:30:00","EIA Weekly Heatoil Stock*",NULL,NULL,0.191,NULL,NULL,-1,"w/o May. 2, 2022","Barrel","M","2022-05-11","12:30:18",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15084049","2022-05-11","10:30:00","EIA Weekly Prods Imports*",NULL,NULL,-0.124,NULL,NULL,-1,"w/o May. 2, 2022","Barrel/Day","M","2022-05-11","12:30:18",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15084049","2022-05-11","10:30:00","EIA Weekly Rfg Stocks*",NULL,NULL,-0.003,NULL,NULL,-1,"w/o May. 2, 2022","Barrel","M","2022-05-11","12:30:18",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15084049","2022-05-11","10:30:00","EIA Wkly Crude Cushing*",NULL,NULL,1.379,NULL,NULL,-1,"w/o May. 2, 2022","Barrel","M","2022-05-11","12:30:18",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15084049","2022-05-11","10:30:00","EIA Wkly Crude Stk*",NULL,-0.5,1.302,NULL,NULL,NULL,"w/o May. 2, 2022","Barrel","M","2022-05-11","12:30:18",False,True,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,True
"15084049","2022-05-11","10:30:00","EIA Wkly Dist. Stk*",NULL,-1.0,-2.344,NULL,NULL,NULL,"w/o May. 2, 2022","Barrel","M","2022-05-11","12:30:18",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15084049","2022-05-11","10:30:00","EIA Wkly Gsln Stk*",NULL,-1.45,-2.23,NULL,NULL,-1,"w/o May. 2, 2022","Barrel","M","2022-05-11","12:30:18",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15084049","2022-05-11","10:30:00","EIA Wkly Refn Util*",NULL,0.5,-1.9,NULL,NULL,-1,"w/o May. 2, 2022","%",NULL,"2022-05-11","12:30:18",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15084050","2022-05-18","10:30:00","EIA Weekly Crude Imports*",-0.342,NULL,0.632,NULL,-1.5411,-1,"w/o May. 9, 2022","Barrel","M","2022-05-18","10:37:37",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084050","2022-05-18","10:30:00","EIA Weekly Crude Runs*",0.239,NULL,0.23,NULL,0.0391,-1,"w/o May. 9, 2022","Barrel/Day","M","2022-05-18","10:37:37",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084050","2022-05-18","10:30:00","EIA Weekly Dist Output*",-0.002,NULL,0.163,NULL,-1.0123,-1,"w/o May. 9, 2022","Barrel/Day","M","2022-05-18","10:37:37",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084050","2022-05-18","10:30:00","EIA Weekly Gasoline O/P*",-0.142,NULL,0.027,NULL,-6.2593,-1,"w/o May. 9, 2022","Barrel/Day","M","2022-05-18","10:38:39",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084050","2022-05-18","10:30:00","EIA Weekly Heatoil Stock*",0.566,NULL,-0.719,NULL,1.7872,-1,"w/o May. 9, 2022","Barrel","M","2022-05-18","10:37:38",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084050","2022-05-18","10:30:00","EIA Weekly Prods Imports*",0.178,NULL,-0.472,NULL,1.3771,-1,"w/o May. 9, 2022","Barrel/Day","M","2022-05-18","10:37:38",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084050","2022-05-18","10:30:00","EIA Weekly Rfg Stocks*",-0.003,NULL,0.005,NULL,-1.6,-1,"w/o May. 9, 2022","Barrel","M","2022-05-18","10:37:38",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084050","2022-05-18","10:30:00","EIA Wkly Crude Cushing*",-2.403,NULL,-0.587,NULL,-3.0937,-1,"w/o May. 9, 2022","Barrel","M","2022-05-18","10:37:38",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084050","2022-05-18","10:30:00","EIA Wkly Crude Stk*",-3.394,1.7,8.487,-2.9965,-1.3999,NULL,"w/o May. 9, 2022","Barrel","M","2022-05-18","10:37:38",True,True,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15084050","2022-05-18","10:30:00","EIA Wkly Dist. Stk*",1.235,-0.6,-0.913,3.0583,2.3527,NULL,"w/o May. 9, 2022","Barrel","M","2022-05-18","10:37:38",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084050","2022-05-18","10:30:00","EIA Wkly Gsln Stk*",-4.779,-1.4,-3.607,-2.4136,-0.3249,-1,"w/o May. 9, 2022","Barrel","M","2022-05-18","10:37:38",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084050","2022-05-18","10:30:00","EIA Wkly Refn Util*",1.8,0.6,1.6,2.0,0.125,-1,"w/o May. 9, 2022","%",NULL,"2022-05-18","10:37:38",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084051","2022-05-25","10:30:00","EIA Weekly Crude Imports*",-0.903,NULL,-0.342,NULL,-1.6404,-1,"w/o May. 16, 2022","Barrel","M","2022-05-25","10:32:50",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084051","2022-05-25","10:30:00","EIA Weekly Crude Runs*",0.334,NULL,0.239,NULL,0.3975,-1,"w/o May. 16, 2022","Barrel/Day","M","2022-05-25","10:32:50",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084051","2022-05-25","10:30:00","EIA Weekly Dist Output*",0.267,NULL,-0.002,NULL,134.5,-1,"w/o May. 16, 2022","Barrel/Day","M","2022-05-25","10:32:50",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084051","2022-05-25","10:30:00","EIA Weekly Gasoline O/P*",-0.151,NULL,-0.142,NULL,-0.0634,-1,"w/o May. 16, 2022","Barrel/Day","M","2022-05-25","10:32:50",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084051","2022-05-25","10:30:00","EIA Weekly Heatoil Stock*",1.352,NULL,0.566,NULL,1.3887,-1,"w/o May. 16, 2022","Barrel","M","2022-05-25","10:32:50",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084051","2022-05-25","10:30:00","EIA Weekly Prods Imports*",0.009,NULL,0.178,NULL,-0.9494,-1,"w/o May. 16, 2022","Barrel/Day","M","2022-05-25","10:32:51",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084051","2022-05-25","10:30:00","EIA Weekly Rfg Stocks*",0.001,NULL,-0.003,NULL,1.3333,-1,"w/o May. 16, 2022","Barrel","M","2022-05-25","10:32:51",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084051","2022-05-25","10:30:00","EIA Wkly Crude Cushing*",-1.061,NULL,-2.403,NULL,0.5585,-1,"w/o May. 16, 2022","Barrel","M","2022-05-25","10:32:51",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084051","2022-05-25","10:30:00","EIA Wkly Crude Stk*",-1.019,-1.0,-3.394,-0.019,0.6998,NULL,"w/o May. 16, 2022","Barrel","M","2022-05-25","10:32:51",True,True,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15084051","2022-05-25","10:30:00","EIA Wkly Dist. Stk*",1.657,0.85,1.235,0.9494,0.3417,NULL,"w/o May. 16, 2022","Barrel","M","2022-05-25","10:32:51",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084051","2022-05-25","10:30:00","EIA Wkly Gsln Stk*",-0.482,-0.5,-4.779,0.036,0.8991,-1,"w/o May. 16, 2022","Barrel","M","2022-05-25","10:32:51",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084051","2022-05-25","10:30:00","EIA Wkly Refn Util*",1.4,0.7,1.8,1.0,-0.2222,-1,"w/o May. 16, 2022","%",NULL,"2022-05-25","10:32:51",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084052","2022-06-02","11:00:00","EIA Weekly Crude Imports*",0.083,NULL,-0.903,NULL,1.0919,-1,"w/o May. 23, 2022","Barrel","M","2022-06-03","04:02:01",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084052","2022-06-02","11:00:00","EIA Weekly Crude Runs*",-0.236,NULL,0.334,NULL,-1.7066,-1,"w/o May. 23, 2022","Barrel/Day","M","2022-06-03","04:02:01",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084052","2022-06-02","11:00:00","EIA Weekly Dist Output*",-0.163,NULL,0.267,NULL,-1.6105,-1,"w/o May. 23, 2022","Barrel/Day","M","2022-06-03","04:02:01",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084052","2022-06-02","11:00:00","EIA Weekly Gasoline O/P*",0.545,NULL,-0.151,NULL,4.6093,-1,"w/o May. 23, 2022","Barrel/Day","M","2022-06-03","04:02:01",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084052","2022-06-02","11:00:00","EIA Weekly Heatoil Stock*",0.265,NULL,1.352,NULL,-0.804,-1,"w/o May. 23, 2022","Barrel","M","2022-06-03","04:02:01",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084052","2022-06-02","11:00:00","EIA Weekly Prods Imports*",0.747,NULL,0.009,NULL,82.0,-1,"w/o May. 23, 2022","Barrel/Day","M","2022-06-03","04:02:01",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084052","2022-06-02","11:00:00","EIA Weekly Rfg Stocks*",0.001,NULL,0.001,NULL,NULL,-1,"w/o May. 23, 2022","Barrel","M","2022-06-03","04:02:01",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084052","2022-06-02","11:00:00","EIA Wkly Crude Cushing*",0.256,NULL,-1.061,NULL,1.2413,-1,"w/o May. 23, 2022","Barrel","M","2022-06-03","04:02:01",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084052","2022-06-02","11:00:00","EIA Wkly Crude Stk*",-5.068,-1.55,-1.019,-2.2697,-3.9735,NULL,"w/o May. 23, 2022","Barrel","M","2022-06-03","04:02:01",True,True,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15084052","2022-06-02","11:00:00","EIA Wkly Dist. Stk*",-0.53,1.0,1.657,-1.53,-1.3199,NULL,"w/o May. 23, 2022","Barrel","M","2022-06-03","04:02:01",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084052","2022-06-02","11:00:00","EIA Wkly Gsln Stk*",-0.711,0.5,-0.482,-2.422,-0.4751,-1,"w/o May. 23, 2022","Barrel","M","2022-06-03","04:02:01",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084052","2022-06-02","11:00:00","EIA Wkly Refn Util*",-0.6,0.5,1.4,-2.2,-1.4286,-1,"w/o May. 23, 2022","%",NULL,"2022-06-03","04:02:01",True,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084053","2022-06-08","10:30:00","EIA Weekly Crude Imports*",NULL,NULL,0.083,NULL,NULL,-1,"w/o May. 30, 2022","Barrel","M","2022-06-08","04:02:02",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084053","2022-06-08","10:30:00","EIA Weekly Crude Runs*",NULL,NULL,-0.236,NULL,NULL,-1,"w/o May. 30, 2022","Barrel/Day","M","2022-06-08","04:02:02",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084053","2022-06-08","10:30:00","EIA Weekly Dist Output*",NULL,NULL,-0.163,NULL,NULL,-1,"w/o May. 30, 2022","Barrel/Day","M","2022-06-08","04:02:02",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084053","2022-06-08","10:30:00","EIA Weekly Gasoline O/P*",NULL,NULL,0.545,NULL,NULL,-1,"w/o May. 30, 2022","Barrel/Day","M","2022-06-08","04:02:02",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084053","2022-06-08","10:30:00","EIA Weekly Heatoil Stock*",NULL,NULL,0.265,NULL,NULL,-1,"w/o May. 30, 2022","Barrel","M","2022-06-08","04:02:02",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15084053","2022-06-08","10:30:00","EIA Weekly Prods Imports*",NULL,NULL,0.747,NULL,NULL,-1,"w/o May. 30, 2022","Barrel/Day","M","2022-06-08","04:02:02",False,False,"Energy",NULL,"CVX","VLO","SLB",NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
